client_id,role,train_output_file,val_output_file,test_output_file,filename,dataset,placement,sensor_cols,n_rows,n_sensor_cols,n_windows_total,n_windows_train,n_windows_val,n_windows_test,n_classes_present,n_train_segments,n_val_segments,train_class_counts,val_class_counts,train_classes_before,val_classes_before,rescued_classes,val_rescued_classes,cannot_rescue_to_val,train_classes_after,val_classes_after,sampling_rate_hz,window_seconds,overlap_ratio,window_size_samples,step_size_samples,converted_units,already_gravity_removed,gravity_removed_here,acceleration_unit_after,acceleration_signal_after,norm_min,norm_max,norm_target_range
0,train,client_000_train.npz,client_000_val.npz,,RW_user_1.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",84296,2,2092,2003,88,0,8,1,1,"[305, 0, 156, 0, 39, 296, 0, 0, 290, 0, 313, 299, 305]","[1, 0, 81, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1]","[0, 2, 8, 10, 11, 12]","[2, 4, 5]","[4, 5]","[0, 4, 5, 8, 10, 11, 12]",[],"[0, 2, 4, 5, 8, 10, 11, 12]","[0, 2, 4, 5, 8, 10, 11, 12]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 39.84245681762695]","[-1.0, 1.0]"
1,train,client_001_train.npz,client_001_val.npz,,RW_user_10.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",80040,2,1986,1886,99,0,8,1,1,"[214, 0, 114, 0, 47, 304, 0, 0, 303, 0, 296, 311, 297]","[1, 0, 92, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1]","[0, 2, 4, 8, 10, 11, 12]","[2, 5]",[5],"[0, 4, 5, 8, 10, 11, 12]",[],"[0, 2, 4, 5, 8, 10, 11, 12]","[0, 2, 4, 5, 8, 10, 11, 12]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 39.84245681762695]","[-1.0, 1.0]"
2,test,,,client_002_test.npz,RW_user_11.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",83062,2,2061,0,0,2061,8,0,0,[],[],[],[],[],[],[],[],[],20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 39.84245681762695]","[-1.0, 1.0]"
3,train,client_003_train.npz,client_003_val.npz,,RW_user_12.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",80337,2,1993,1922,70,0,8,1,1,"[265, 0, 225, 0, 42, 292, 0, 0, 287, 0, 292, 224, 295]","[1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 63, 1]","[0, 2, 8, 10, 11, 12]","[4, 5, 11]","[4, 5]","[0, 2, 4, 5, 8, 10, 12]",[],"[0, 2, 4, 5, 8, 10, 11, 12]","[0, 2, 4, 5, 8, 10, 11, 12]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 39.84245681762695]","[-1.0, 1.0]"
4,train,client_004_train.npz,client_004_val.npz,,RW_user_13.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",70350,2,1745,1690,54,0,7,1,1,"[282, 0, 153, 0, 49, 300, 0, 0, 289, 0, 301, 316, 0]","[1, 0, 48, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[0, 2, 4, 8, 10, 11]","[2, 5]",[5],"[0, 4, 5, 8, 10, 11]",[],"[0, 2, 4, 5, 8, 10, 11]","[0, 2, 4, 5, 8, 10, 11]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 39.84245681762695]","[-1.0, 1.0]"
5,train,client_005_train.npz,client_005_val.npz,,RW_user_14.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",61179,2,1518,1500,17,0,6,1,1,"[0, 0, 0, 0, 42, 289, 0, 0, 278, 0, 292, 291, 308]","[0, 0, 0, 0, 1, 1, 0, 0, 12, 0, 1, 1, 1]","[4, 5, 8, 10, 12]","[8, 11]",[11],"[4, 5, 10, 11, 12]",[],"[4, 5, 8, 10, 11, 12]","[4, 5, 8, 10, 11, 12]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 39.84245681762695]","[-1.0, 1.0]"
6,train,client_006_train.npz,client_006_val.npz,,RW_user_15.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",84213,2,2091,1971,119,0,8,1,1,"[273, 0, 128, 0, 41, 305, 0, 0, 316, 0, 301, 295, 312]","[1, 0, 112, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1]","[0, 2, 4, 8, 10, 11, 12]","[2, 5]",[5],"[0, 4, 5, 8, 10, 11, 12]",[],"[0, 2, 4, 5, 8, 10, 11, 12]","[0, 2, 4, 5, 8, 10, 11, 12]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 39.84245681762695]","[-1.0, 1.0]"
7,test,,,client_007_test.npz,RW_user_2.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",78809,2,1955,0,0,1955,8,0,0,[],[],[],[],[],[],[],[],[],20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 39.84245681762695]","[-1.0, 1.0]"
8,train,client_008_train.npz,client_008_val.npz,,RW_user_3.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",86579,2,2150,2052,97,0,8,1,1,"[277, 0, 260, 0, 45, 203, 0, 0, 354, 0, 293, 293, 327]","[1, 0, 1, 0, 1, 90, 0, 0, 1, 0, 1, 1, 1]","[0, 2, 5, 8, 11, 12]","[4, 5, 10]","[4, 10]","[0, 2, 4, 8, 10, 11, 12]",[],"[0, 2, 4, 5, 8, 10, 11, 12]","[0, 2, 4, 5, 8, 10, 11, 12]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 39.84245681762695]","[-1.0, 1.0]"
9,train,client_009_train.npz,client_009_val.npz,,RW_user_4.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",58416,2,1452,1196,255,0,5,1,1,"[0, 0, 0, 0, 38, 73, 0, 0, 490, 0, 304, 291, 0]","[0, 0, 0, 0, 1, 251, 0, 0, 1, 0, 1, 1, 0]","[5, 8, 10, 11]","[4, 5]",[4],"[4, 8, 10, 11]",[],"[4, 5, 8, 10, 11]","[4, 5, 8, 10, 11]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 39.84245681762695]","[-1.0, 1.0]"
