client_id,role,train_output_file,val_output_file,test_output_file,filename,dataset,placement,sensor_cols,n_rows,n_sensor_cols,n_windows_total,n_windows_train,n_windows_val,n_windows_test,n_classes_present,n_train_segments,n_val_segments,train_class_counts,val_class_counts,train_classes_before,val_classes_before,rescued_classes,val_rescued_classes,cannot_rescue_to_val,train_classes_after,val_classes_after,sampling_rate_hz,window_seconds,overlap_ratio,window_size_samples,step_size_samples,converted_units,already_gravity_removed,gravity_removed_here,acceleration_unit_after,acceleration_signal_after,norm_min,norm_max,norm_target_range
0,train,client_000_train.npz,client_000_val.npz,,RW_user_1.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",58934,2,1464,1404,59,0,5,1,1,"[305, 237, 258, 299, 305]","[1, 1, 55, 1, 1]","[0, 2, 3, 4]","[1, 2]",[1],"[0, 1, 3, 4]",[],"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 14.65238094329834]","[-1.0, 1.0]"
1,train,client_001_train.npz,client_001_val.npz,,RW_user_10.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",53549,2,1329,1265,63,0,5,1,1,"[214, 206, 237, 311, 297]","[1, 1, 59, 1, 1]","[0, 2, 3, 4]","[1, 2]",[1],"[0, 1, 3, 4]",[],"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 14.65238094329834]","[-1.0, 1.0]"
2,test,,,client_002_test.npz,RW_user_11.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",57242,2,1422,0,0,1422,5,0,0,[],[],[],[],[],[],[],[],[],20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 14.65238094329834]","[-1.0, 1.0]"
3,train,client_003_train.npz,client_003_val.npz,,RW_user_12.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",55137,2,1369,1090,278,0,5,1,1,"[265, 225, 292, 13, 295]","[1, 1, 1, 274, 1]","[0, 1, 2, 3, 4]",[3],[],"[0, 1, 2, 4]",[],"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 14.65238094329834]","[-1.0, 1.0]"
4,train,client_004_train.npz,client_004_val.npz,,RW_user_13.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",44494,2,1105,1083,21,0,4,1,1,"[282, 202, 301, 298, 0]","[1, 1, 1, 18, 0]","[0, 2, 3]","[1, 3]",[1],"[0, 1, 2]",[],"[0, 1, 2, 3]","[0, 1, 2, 3]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 14.65238094329834]","[-1.0, 1.0]"
5,train,client_005_train.npz,client_005_val.npz,,RW_user_14.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",35977,2,894,712,181,0,3,1,1,"[0, 0, 292, 112, 308]","[0, 0, 1, 179, 1]","[2, 3, 4]",[3],[],"[2, 4]",[],"[2, 3, 4]","[2, 3, 4]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 14.65238094329834]","[-1.0, 1.0]"
6,train,client_006_train.npz,client_006_val.npz,,RW_user_15.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",57378,2,1426,1377,48,0,5,1,1,"[273, 240, 301, 251, 312]","[1, 1, 1, 44, 1]","[0, 2, 3, 4]","[1, 3]",[1],"[0, 1, 2, 4]",[],"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 14.65238094329834]","[-1.0, 1.0]"
7,test,,,client_007_test.npz,RW_user_2.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",53685,2,1333,0,0,1333,5,0,0,[],[],[],[],[],[],[],[],[],20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 14.65238094329834]","[-1.0, 1.0]"
8,train,client_008_train.npz,client_008_val.npz,,RW_user_3.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",58547,2,1455,1159,295,0,5,1,1,"[277, 261, 1, 293, 327]","[1, 1, 291, 1, 1]","[0, 1, 2, 3, 4]",[2],[],"[0, 1, 3, 4]",[],"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 14.65238094329834]","[-1.0, 1.0]"
9,train,client_009_train.npz,client_009_val.npz,,RW_user_4.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",24001,2,597,476,120,0,2,1,1,"[0, 0, 185, 291, 0]","[0, 0, 119, 1, 0]","[2, 3]",[2],[],[3],[],"[2, 3]","[2, 3]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 14.65238094329834]","[-1.0, 1.0]"
