client_id,role,train_output_file,val_output_file,test_output_file,filename,dataset,placement,sensor_cols,n_rows,n_sensor_cols,n_windows_total,n_windows_train,n_windows_val,n_windows_test,n_classes_present,n_train_segments,n_val_segments,train_class_counts,val_class_counts,train_classes_before,val_classes_before,rescued_classes,val_rescued_classes,cannot_rescue_to_val,train_classes_after,val_classes_after,sampling_rate_hz,window_seconds,overlap_ratio,window_size_samples,step_size_samples,converted_units,already_gravity_removed,gravity_removed_here,acceleration_unit_after,acceleration_signal_after,norm_min,norm_max,norm_target_range
0,train,client_000_train.npz,client_000_val.npz,,RW_user_1.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",58934,2,727,695,31,0,5,1,1,"[151, 117, 128, 148, 151]","[1, 1, 27, 1, 1]","[0, 2, 3, 4]","[1, 2]",[1],"[0, 1, 3, 4]",[],"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",20.0,8.0,0.5,160,80,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 11.773102760314941]","[-1.0, 1.0]"
1,train,client_001_train.npz,client_001_val.npz,,RW_user_10.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",53549,2,660,626,33,0,5,1,1,"[106, 102, 117, 154, 147]","[1, 1, 29, 1, 1]","[0, 2, 3, 4]","[1, 2]",[1],"[0, 1, 3, 4]",[],"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",20.0,8.0,0.5,160,80,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 11.773102760314941]","[-1.0, 1.0]"
2,test,,,client_002_test.npz,RW_user_11.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",57242,2,706,0,0,706,5,0,0,[],[],[],[],[],[],[],[],[],20.0,8.0,0.5,160,80,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 11.773102760314941]","[-1.0, 1.0]"
3,train,client_003_train.npz,client_003_val.npz,,RW_user_12.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",55137,2,680,539,140,0,5,1,1,"[131, 111, 145, 6, 146]","[1, 1, 1, 136, 1]","[0, 1, 2, 3, 4]",[3],[],"[0, 1, 2, 4]",[],"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",20.0,8.0,0.5,160,80,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 11.773102760314941]","[-1.0, 1.0]"
4,train,client_004_train.npz,client_004_val.npz,,RW_user_13.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",44494,2,549,536,12,0,4,1,1,"[140, 100, 149, 147, 0]","[1, 1, 1, 9, 0]","[0, 2, 3]","[1, 3]",[1],"[0, 1, 2]",[],"[0, 1, 2, 3]","[0, 1, 2, 3]",20.0,8.0,0.5,160,80,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 11.773102760314941]","[-1.0, 1.0]"
5,train,client_005_train.npz,client_005_val.npz,,RW_user_14.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",35977,2,444,352,91,0,3,1,1,"[0, 0, 144, 55, 153]","[0, 0, 1, 89, 1]","[2, 3, 4]",[3],[],"[2, 4]",[],"[2, 3, 4]","[2, 3, 4]",20.0,8.0,0.5,160,80,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 11.773102760314941]","[-1.0, 1.0]"
6,train,client_006_train.npz,client_006_val.npz,,RW_user_15.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",57378,2,709,682,26,0,5,1,1,"[135, 119, 149, 124, 155]","[1, 1, 1, 22, 1]","[0, 2, 3, 4]","[1, 3]",[1],"[0, 1, 2, 4]",[],"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",20.0,8.0,0.5,160,80,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 11.773102760314941]","[-1.0, 1.0]"
7,test,,,client_007_test.npz,RW_user_2.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",53685,2,662,0,0,662,5,0,0,[],[],[],[],[],[],[],[],[],20.0,8.0,0.5,160,80,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 11.773102760314941]","[-1.0, 1.0]"
9,train,client_009_train.npz,client_009_val.npz,,RW_user_4.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",24001,2,297,236,60,0,2,1,1,"[0, 0, 92, 144, 0]","[0, 0, 59, 1, 0]","[2, 3]",[2],[],[3],[],"[2, 3]","[2, 3]",20.0,8.0,0.5,160,80,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 11.773102760314941]","[-1.0, 1.0]"
10,train,client_010_train.npz,client_010_val.npz,,RW_user_5.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",57877,2,714,682,31,0,5,1,1,"[142, 115, 124, 138, 163]","[1, 1, 27, 1, 1]","[0, 2, 3, 4]","[1, 2]",[1],"[0, 1, 3, 4]",[],"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",20.0,8.0,0.5,160,80,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[62.67960739135742, 11.773102760314941]","[-1.0, 1.0]"
