client_id,role,train_output_file,val_output_file,test_output_file,filename,dataset,placement,sensor_cols,n_rows,n_sensor_cols,n_windows_total,n_windows_train,n_windows_val,n_windows_test,n_classes_present,n_train_segments,n_val_segments,train_class_counts,val_class_counts,train_classes_before,val_classes_before,rescued_classes,val_rescued_classes,cannot_rescue_to_val,train_classes_after,val_classes_after,sampling_rate_hz,window_seconds,overlap_ratio,window_size_samples,step_size_samples,converted_units,already_gravity_removed,gravity_removed_here,acceleration_unit_after,acceleration_signal_after,norm_min,norm_max,norm_target_range
0,train,client_000_train.npz,client_000_val.npz,,user_006.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",81771,2,1678,1340,337,0,7,1,1,"[1, 37, 1, 0, 61, 0, 1071, 165, 4]","[0, 78, 1, 0, 1, 0, 226, 3, 28]","[0, 1, 2, 4, 6, 7, 8]","[1, 2, 6, 7, 8]",[],[4],[0],"[0, 1, 2, 4, 6, 7, 8]","[1, 2, 4, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
1,test,,,client_001_test.npz,user_008.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",167620,2,3568,0,0,3568,6,0,0,[],[],[],[],[],[],[],[],[],20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
2,train,client_002_train.npz,client_002_val.npz,,user_009.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",61788,2,1402,1123,278,0,6,1,1,"[2, 1044, 3, 0, 0, 0, 47, 13, 14]","[1, 212, 1, 0, 0, 0, 14, 27, 23]","[0, 1, 6, 7, 8]","[1, 2, 6, 7, 8]",[2],"[0, 2]",[],"[0, 1, 2, 6, 7, 8]","[0, 1, 2, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
3,train,client_003_train.npz,client_003_val.npz,,user_010.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",140667,2,2767,2213,553,0,5,1,1,"[2, 0, 9, 0, 0, 0, 515, 579, 1108]","[34, 0, 5, 0, 0, 0, 6, 96, 412]","[0, 2, 6, 7, 8]","[0, 2, 6, 7, 8]",[],[],[],"[0, 2, 6, 7, 8]","[0, 2, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
4,train,client_004_train.npz,client_004_val.npz,,user_012.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",152984,2,3561,2844,716,0,7,1,1,"[16, 0, 2, 0, 186, 16, 2526, 41, 57]","[1, 0, 1, 0, 1, 1, 587, 120, 5]","[0, 2, 4, 5, 6, 7, 8]","[6, 7, 8]",[],"[0, 2, 4, 5]",[],"[0, 2, 4, 5, 6, 7, 8]","[0, 2, 4, 5, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
5,train,client_005_train.npz,client_005_val.npz,,user_013.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",147662,2,2948,2352,595,0,8,1,1,"[8, 22, 3, 0, 72, 27, 1796, 260, 164]","[1, 1, 1, 0, 1, 1, 531, 50, 9]","[0, 1, 2, 4, 5, 6, 7, 8]","[6, 7, 8]",[],"[0, 1, 2, 4, 5]",[],"[0, 1, 2, 4, 5, 6, 7, 8]","[0, 1, 2, 4, 5, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
6,train,client_006_train.npz,client_006_val.npz,,user_014.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",146633,2,2996,2447,548,0,8,1,1,"[11, 52, 3, 0, 55, 18, 1884, 334, 90]","[4, 1, 2, 0, 30, 1, 484, 12, 14]","[0, 2, 4, 5, 6, 7, 8]","[0, 1, 2, 4, 6, 7, 8]",[1],"[1, 5]",[],"[0, 1, 2, 4, 5, 6, 7, 8]","[0, 1, 2, 4, 5, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
7,train,client_007_train.npz,client_007_val.npz,,user_015.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",167379,2,3603,2966,636,0,8,1,1,"[30, 87, 6, 0, 361, 21, 1943, 350, 168]","[1, 1, 3, 0, 264, 1, 2, 167, 197]","[0, 2, 4, 5, 6, 7, 8]","[1, 2, 4, 6, 7, 8]",[1],"[0, 1, 5]",[],"[0, 1, 2, 4, 5, 6, 7, 8]","[0, 1, 2, 4, 5, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
8,test,,,client_008_test.npz,user_016.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",142187,2,3067,0,0,3067,8,0,0,[],[],[],[],[],[],[],[],[],20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
9,train,client_009_train.npz,client_009_val.npz,,user_017.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",146667,2,3279,2691,587,0,8,1,1,"[43, 69, 9, 0, 294, 20, 1983, 111, 162]","[19, 1, 9, 0, 138, 23, 194, 103, 100]","[0, 2, 4, 5, 6, 7, 8]","[0, 1, 2, 4, 5, 6, 7, 8]",[1],[1],[],"[0, 1, 2, 4, 5, 6, 7, 8]","[0, 1, 2, 4, 5, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
10,train,client_010_train.npz,client_010_val.npz,,user_018.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",128933,2,2672,2146,525,0,8,1,1,"[6, 71, 4, 0, 184, 86, 1422, 201, 172]","[1, 1, 1, 0, 139, 40, 20, 41, 282]","[1, 4, 5, 6, 7, 8]","[0, 2, 4, 5, 6, 7, 8]","[0, 2]","[0, 1, 2]",[],"[0, 1, 2, 4, 5, 6, 7, 8]","[0, 1, 2, 4, 5, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
11,train,client_011_train.npz,client_011_val.npz,,user_019.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",119196,2,2670,2342,327,0,8,1,1,"[14, 134, 4, 0, 208, 13, 1738, 94, 137]","[4, 1, 2, 0, 1, 22, 184, 24, 89]","[0, 1, 2, 5, 6, 7, 8]","[0, 2, 4, 5, 6, 7, 8]",[4],"[1, 4]",[],"[0, 1, 2, 4, 5, 6, 7, 8]","[0, 1, 2, 4, 5, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
12,train,client_012_train.npz,client_012_val.npz,,user_020.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",148619,2,3356,2683,672,0,8,1,1,"[8, 146, 1, 0, 145, 14, 2053, 95, 221]","[2, 1, 0, 0, 317, 15, 320, 7, 10]","[0, 1, 2, 4, 5, 6, 7, 8]","[0, 4, 5, 6, 7, 8]",[],[1],[2],"[0, 1, 2, 4, 5, 6, 7, 8]","[0, 1, 4, 5, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
13,test,,,client_013_test.npz,user_021.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",120922,2,2683,0,0,2683,8,0,0,[],[],[],[],[],[],[],[],[],20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
14,train,client_014_train.npz,client_014_val.npz,,user_022.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",135077,2,2628,2096,531,0,8,1,1,"[25, 119, 16, 0, 190, 16, 914, 302, 514]","[1, 1, 1, 0, 1, 1, 492, 28, 6]","[0, 1, 2, 4, 5, 6, 7, 8]","[6, 7, 8]",[],"[0, 1, 2, 4, 5]",[],"[0, 1, 2, 4, 5, 6, 7, 8]","[0, 1, 2, 4, 5, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
15,train,client_015_train.npz,client_015_val.npz,,user_023.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",55061,2,1234,983,250,0,7,1,1,"[3, 0, 3, 0, 163, 65, 129, 40, 580]","[10, 0, 1, 0, 1, 152, 1, 9, 76]","[0, 2, 4, 5, 6, 7, 8]","[0, 5, 7, 8]",[],"[2, 4, 6]",[],"[0, 2, 4, 5, 6, 7, 8]","[0, 2, 4, 5, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
16,train,client_016_train.npz,client_016_val.npz,,user_024.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",68219,2,1487,1186,300,0,7,1,1,"[3, 0, 12, 0, 306, 48, 133, 39, 645]","[10, 0, 1, 0, 1, 199, 1, 17, 71]","[0, 2, 4, 5, 6, 7, 8]","[0, 5, 7, 8]",[],"[2, 4, 6]",[],"[0, 2, 4, 5, 6, 7, 8]","[0, 2, 4, 5, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
17,train,client_017_train.npz,client_017_val.npz,,user_025.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",92706,2,2027,1640,386,0,8,1,1,"[21, 441, 7, 0, 200, 186, 119, 109, 557]","[1, 188, 1, 0, 1, 146, 7, 9, 33]","[1, 2, 4, 5, 6, 7, 8]","[0, 1, 5, 6, 7, 8]",[0],"[0, 2, 4]",[],"[0, 1, 2, 4, 5, 6, 7, 8]","[0, 1, 2, 4, 5, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
18,train,client_018_train.npz,client_018_val.npz,,user_026.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",78072,2,1676,1339,336,0,7,1,1,"[19, 922, 24, 0, 0, 112, 105, 14, 143]","[22, 210, 22, 0, 0, 1, 6, 15, 60]","[0, 1, 2, 5, 6, 7, 8]","[0, 1, 2, 6, 7, 8]",[],[5],[],"[0, 1, 2, 5, 6, 7, 8]","[0, 1, 2, 5, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
19,test,,,client_019_test.npz,user_027.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",63443,2,1525,0,0,1525,6,0,0,[],[],[],[],[],[],[],[],[],20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
20,train,client_020_train.npz,client_020_val.npz,,user_028.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",66077,2,1570,1250,319,0,6,1,1,"[4, 0, 5, 0, 14, 0, 26, 55, 1146]","[1, 0, 1, 0, 1, 0, 1, 1, 314]","[0, 2, 4, 6, 7, 8]",[8],[],"[0, 2, 4, 6, 7]",[],"[0, 2, 4, 6, 7, 8]","[0, 2, 4, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
21,train,client_021_train.npz,client_021_val.npz,,user_029.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",71492,2,1620,1289,330,0,8,1,1,"[1, 91, 3, 0, 46, 172, 54, 69, 853]","[0, 1, 1, 0, 1, 1, 1, 1, 324]","[0, 1, 2, 4, 5, 6, 7, 8]",[8],[],"[1, 2, 4, 5, 6, 7]",[0],"[0, 1, 2, 4, 5, 6, 7, 8]","[1, 2, 4, 5, 6, 7, 8]",20.0,4.0,0.5,80,40,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
22,train,client_022_train.npz,client_022_val.npz,,user_1.csv,WISDM_AP,front_leg_pocket,"['acc_mag', 'acc_mag_std']",29634,2,722,566,143,0,4,13,13,"[53, 0, 51, 213, 0, 0, 0, 0, 249]","[14, 0, 12, 54, 0, 0, 0, 0, 63]","[0, 2, 3, 8]","[0, 2, 3, 8]",[],[],[],"[0, 2, 3, 8]","[0, 2, 3, 8]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
23,train,client_023_train.npz,client_023_val.npz,,user_10.csv,WISDM_AP,front_leg_pocket,"['acc_mag', 'acc_mag_std']",34413,2,842,661,168,0,5,13,13,"[76, 0, 67, 235, 0, 0, 0, 30, 253]","[20, 0, 17, 59, 0, 0, 0, 8, 64]","[0, 2, 3, 7, 8]","[0, 2, 3, 7, 8]",[],[],[],"[0, 2, 3, 7, 8]","[0, 2, 3, 7, 8]",20.0,4.0,0.5,80,40,False,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[122.58322143554688, 32.31437301635742]","[-1.0, 1.0]"
