client_id,role,train_output_file,val_output_file,test_output_file,filename,dataset,placement,sensor_cols,n_rows,n_sensor_cols,n_windows_total,n_windows_train,n_windows_val,n_windows_test,n_classes_present,n_train_segments,n_val_segments,train_class_counts,val_class_counts,train_classes_before,val_classes_before,rescued_classes,val_rescued_classes,cannot_rescue_to_val,train_classes_after,val_classes_after,sampling_rate_hz,window_seconds,overlap_ratio,window_size_samples,step_size_samples,converted_units,already_gravity_removed,gravity_removed_here,acceleration_unit_after,acceleration_signal_after,norm_min,norm_max,norm_target_range
0,train,client_000_train.npz,client_000_val.npz,,user_001.csv,UT_SAD,front right thigh,"['acc_mag', 'acc_mag_std']",7937,2,94,72,21,0,3,1,1,"[2, 28, 42]","[19, 1, 1]","[0, 1, 2]",[0],[],"[1, 2]",[],"[0, 1, 2]","[0, 1, 2]",20.0,8.0,0.5,160,80,False,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
1,test,,,client_001_test.npz,user_002.csv,UT_SAD,front right thigh,"['acc_mag', 'acc_mag_std']",5638,2,65,0,0,65,3,0,0,[],[],[],[],[],[],[],[],[],20.0,8.0,0.5,160,80,False,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
3,train,client_003_train.npz,client_003_val.npz,,user_004.csv,UT_SAD,front right thigh,"['acc_mag', 'acc_mag_std']",6815,2,80,74,5,0,3,1,1,"[12, 20, 42]","[1, 3, 1]","[1, 2]","[0, 1]",[0],"[0, 2]",[],"[0, 1, 2]","[0, 1, 2]",20.0,8.0,0.5,160,80,False,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
4,train,client_004_train.npz,client_004_val.npz,,user_005.csv,UT_SAD,front right thigh,"['acc_mag', 'acc_mag_std']",9069,2,108,83,24,0,3,1,1,"[6, 35, 42]","[22, 1, 1]","[0, 1, 2]",[0],[],"[1, 2]",[],"[0, 1, 2]","[0, 1, 2]",20.0,8.0,0.5,160,80,False,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
5,train,client_005_train.npz,client_005_val.npz,,user_006.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",72944,2,720,587,132,0,3,1,1,"[520, 55, 12]","[129, 2, 1]","[0, 1]","[0, 1, 2]",[2],[2],[],"[0, 1, 2]","[0, 1, 2]",20.0,8.0,0.5,160,80,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
6,train,client_006_train.npz,client_006_val.npz,,user_007.csv,UT_SAD,front right thigh,"['acc_mag', 'acc_mag_std']",8010,2,95,73,21,0,3,1,1,"[1, 30, 42]","[19, 1, 1]","[0, 1, 2]",[0],[],"[1, 2]",[],"[0, 1, 2]","[0, 1, 2]",20.0,8.0,0.5,160,80,False,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
7,test,,,client_007_test.npz,user_008.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",163717,2,1641,0,0,1641,3,0,0,[],[],[],[],[],[],[],[],[],20.0,8.0,0.5,160,80,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
8,train,client_008_train.npz,client_008_val.npz,,user_009.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",8974,2,77,60,16,0,3,1,1,"[46, 6, 8]","[1, 12, 3]","[0, 1, 2]","[1, 2]",[],[0],[],"[0, 1, 2]","[0, 1, 2]",20.0,8.0,0.5,160,80,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
9,train,client_009_train.npz,client_009_val.npz,,user_010.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",136914,2,1199,957,241,0,3,1,1,"[237, 244, 476]","[1, 37, 203]","[0, 1, 2]","[1, 2]",[],[0],[],"[0, 1, 2]","[0, 1, 2]",20.0,8.0,0.5,160,80,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
10,train,client_010_train.npz,client_010_val.npz,,user_012.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",141707,2,1628,1300,327,0,3,1,1,"[1273, 10, 17]","[271, 55, 1]","[0, 1, 2]","[0, 1]",[],[2],[],"[0, 1, 2]","[0, 1, 2]",20.0,8.0,0.5,160,80,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
11,train,client_011_train.npz,client_011_val.npz,,user_013.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",139613,2,1268,1013,254,0,3,1,1,"[887, 80, 46]","[238, 15, 1]","[0, 1, 2]","[0, 1, 2]",[],[],[],"[0, 1, 2]","[0, 1, 2]",20.0,8.0,0.5,160,80,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
12,train,client_012_train.npz,client_012_val.npz,,user_014.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",135839,2,1326,1060,265,0,3,1,1,"[912, 125, 23]","[255, 5, 5]","[0, 1, 2]","[0, 1, 2]",[],[],[],"[0, 1, 2]","[0, 1, 2]",20.0,8.0,0.5,160,80,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
13,train,client_013_train.npz,client_013_val.npz,,user_015.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",131757,2,1319,1054,264,0,3,1,1,"[856, 139, 59]","[107, 71, 86]","[0, 1, 2]","[0, 1, 2]",[],[],[],"[0, 1, 2]","[0, 1, 2]",20.0,8.0,0.5,160,80,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
14,test,,,client_014_test.npz,user_016.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",119685,2,1175,0,0,1175,3,0,0,[],[],[],[],[],[],[],[],[],20.0,8.0,0.5,160,80,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
15,train,client_015_train.npz,client_015_val.npz,,user_017.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",118174,2,1259,1006,252,0,3,1,1,"[894, 45, 67]","[184, 33, 35]","[0, 1, 2]","[0, 1, 2]",[],[],[],"[0, 1, 2]","[0, 1, 2]",20.0,8.0,0.5,160,80,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
16,train,client_016_train.npz,client_016_val.npz,,user_018.csv,HARTH,front right thigh,"['acc_mag', 'acc_mag_std']",104223,2,976,780,195,0,3,1,1,"[658, 68, 54]","[47, 15, 133]","[0, 1, 2]","[0, 1, 2]",[],[],[],"[0, 1, 2]","[0, 1, 2]",20.0,8.0,0.5,160,80,True,False,True,m/s^2,body_acceleration,"[3.23554668284487e-05, 0.0]","[101.7060317993164, 32.343597412109375]","[-1.0, 1.0]"
